,Source (B)
1179,"https://www.ted.com/talks/damian_palin_mining_minerals_from_seawater
"
1188,"https://www.ted.com/talks/megan_kamerick_women_should_represent_women_in_media
"
1189,"https://www.ted.com/talks/david_r_dow_lessons_from_death_row_inmates
"
1207,"https://www.ted.com/talks/jonathan_eisen_meet_your_microbes
"
1209,"https://www.ted.com/talks/marc_goodman_a_vision_of_crimes_in_the_future
"
1221,"https://www.ted.com/talks/malte_spitz_your_phone_company_is_watching
"
1226,"https://www.ted.com/talks/michael_anti_behind_the_great_firewall_of_china
"
1231,"https://www.ted.com/talks/scilla_elworthy_fighting_with_non_violence
"
1236,"https://www.ted.com/talks/lisa_kristine_glimpses_of_modern_day_slavery
"
1251,"https://www.ted.com/talks/susan_solomon_the_promise_of_research_with_stem_cells
"
1258,"https://www.ted.com/talks/bandi_mbubi_demand_a_fair_trade_cell_phone
"
1264,"https://www.ted.com/talks/ben_goldacre_what_doctors_don_t_know_about_the_drugs_they_prescribe
"
1268,"https://www.ted.com/talks/amy_cuddy_your_body_language_shapes_who_you_are
"
1270,"https://www.ted.com/talks/jason_mccue_terrorism_is_a_failed_brand
"
1284,"https://www.ted.com/talks/david_pizarro_the_strange_politics_of_disgust
"
1294,"https://www.ted.com/talks/jake_wood_a_new_mission_for_veterans_disaster_relief
"
1296,"https://www.ted.com/talks/georgette_mulheir_the_tragedy_of_orphanages
"
1313,"https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing
"
1326,"https://www.ted.com/talks/adam_davidson_what_we_learned_from_teetering_on_the_fiscal_cliff
"
1328,"https://www.ted.com/talks/karen_thompson_walker_what_fear_can_teach_us
"
1329,"https://www.ted.com/talks/hadyn_parry_re_engineering_mosquitos_to_fight_disease
"
1331,"https://www.ted.com/talks/jonathan_haidt_how_common_threats_can_make_common_political_ground
"
1344,"https://www.ted.com/talks/leslie_morgan_steiner_why_domestic_violence_victims_don_t_leave
"
1354,"https://www.ted.com/talks/shabana_basij_rasikh_dare_to_educate_afghan_girls
"
1365,"https://www.ted.com/talks/bruno_maisonnier_dance_tiny_robots
"
1370,"https://www.ted.com/talks/edith_widder_how_we_found_the_giant_squid
"
1375,"https://www.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals
"
1379,"https://www.ted.com/talks/danny_hillis_the_internet_could_crash_we_need_a_plan_b
"
1391,"https://www.ted.com/talks/skylar_tibbits_the_emergence_of_4d_printing
"
1399,"https://www.ted.com/talks/thomas_insel_toward_a_new_understanding_of_mental_illness
"
1401,"https://www.ted.com/talks/andres_lozano_parkinson_s_depression_and_the_switch_that_might_turn_them_off
"
1407,"https://www.ted.com/talks/david_pogue_10_top_time_saving_tech_tips
"
1424,"https://www.ted.com/talks/liu_bolin_the_invisible_man
"
1433,"https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue
"
1444,"https://www.ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot
"
1446,"https://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis
"
1451,"https://www.ted.com/talks/lesley_hazleton_the_doubt_essential_to_faith
"
1452,"https://www.ted.com/talks/peter_attia_what_if_we_re_wrong_about_diabetes
"
1454,"https://www.ted.com/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger
"
1457,"https://www.ted.com/talks/joel_selanikio_the_surprising_seeds_of_a_big_data_revolution_in_healthcare
"
1468,"https://www.ted.com/talks/two_young_scientists_break_down_plastics_with_bacteria
"
1474,"https://www.ted.com/talks/tania_luna_how_a_penny_made_me_feel_like_a_millionaire
"
1478,"https://www.ted.com/talks/peter_van_manen_how_can_formula_1_racing_help_babies
"
1480,"https://www.ted.com/talks/daniel_h_cohen_for_argument_s_sake
"
1485,"https://www.ted.com/talks/margaret_heffernan_the_dangers_of_willful_blindness
"
1486,"https://www.ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper
"
1487,"https://www.ted.com/talks/russell_foster_why_do_we_sleep
"
1491,"https://www.ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend
"
1497,"https://www.ted.com/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria
"
1500,"https://www.ted.com/talks/marla_spivak_why_bees_are_disappearing
"
1504,"https://www.ted.com/talks/elizabeth_loftus_the_fiction_of_memory
"
1507,"https://www.ted.com/talks/james_flynn_why_our_iq_levels_are_higher_than_our_grandparents
"
1508,"https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
"
1509,"https://www.ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath
"
1513,"https://www.ted.com/talks/jason_pontin_can_technology_solve_our_big_problems
"
1517,"https://www.ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible
"
1518,"https://www.ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease
"
1527,"https://www.ted.com/talks/parul_sehgal_an_ode_to_envy
"
1531,"https://www.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis
"
1533,"https://www.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home
"
1535,"https://www.ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels
"
1573,"https://www.ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work
"
1586,"https://www.ted.com/talks/anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime
"
1596,"https://www.ted.com/talks/leyla_acaroglu_paper_beats_plastic_how_to_rethink_environmental_folklore
"
1611,"https://www.ted.com/talks/christopher_soghoian_government_surveillance_this_is_just_the_beginning
"
1613,"https://www.ted.com/talks/manu_prakash_a_50_cent_microscope_that_folds_like_origami
"
1618,"https://www.ted.com/talks/steven_pinker_and_rebecca_newberger_goldstein_the_long_reach_of_reason
"
1622,"https://www.ted.com/talks/charmian_gooch_my_wish_to_launch_a_new_era_of_openness_in_business
"
1629,"https://www.ted.com/talks/hugh_herr_the_new_bionics_that_let_us_run_climb_and_dance
"
1643,"https://www.ted.com/talks/norman_spack_how_i_help_transgender_teens_become_who_they_want_to_be
"
1651,"https://www.ted.com/talks/wendy_chung_autism_what_we_know_and_what_we_don_t_know_yet
"
1661,"https://www.ted.com/talks/william_black_how_to_rob_a_bank_from_the_inside_that_is
"
1663,"https://www.ted.com/talks/kevin_briggs_the_bridge_between_suicide_and_life
"
1671,"https://www.ted.com/talks/sebastian_junger_why_veterans_miss_war
"
1672,"https://www.ted.com/talks/jon_mooallem_the_strange_story_of_the_teddy_bear_and_what_it_reveals_about_our_relationship_to_animals
"
1674,"https://www.ted.com/talks/stephen_friend_the_hunt_for_unexpected_genetic_heroes
"
1678,"https://www.ted.com/talks/stephen_burt_why_people_need_poetry
"
1679,"https://www.ted.com/talks/robert_full_the_secrets_of_nature_s_grossest_creatures_channeled_into_robots
"
1682,"https://www.ted.com/talks/keren_elazari_hackers_the_internet_s_immune_system
"
1683,"https://www.ted.com/talks/will_potter_the_shocking_move_to_criminalize_non_violent_protest
"
1686,"https://www.ted.com/talks/kwame_anthony_appiah_is_religion_good_or_bad_this_is_a_trick_question
"
1689,"https://www.ted.com/talks/jamila_lyiscott_3_ways_to_speak_english
"
1700,"https://www.ted.com/talks/george_takei_why_i_love_a_country_that_once_betrayed_me
"
1704,"https://www.ted.com/talks/karima_bennoune_the_side_of_terrorism_that_doesn_t_make_headlines
"
1724,"https://www.ted.com/talks/laurel_braitman_depressed_dogs_cats_with_ocd_what_animal_madness_means_for_us_humans
"
1725,"https://www.ted.com/talks/ziyah_gafic_everyday_objects_tragic_histories
"
1726,"https://www.ted.com/talks/martin_rees_can_we_prevent_the_end_of_the_world
"
1729,"https://www.ted.com/talks/sally_kohn_don_t_like_clickbait_don_t_click
"
1733,"https://www.ted.com/talks/shubhendu_sharma_an_engineers_vision_for_tiny_forests_everywhere
"
1734,"https://www.ted.com/talks/colin_grant_the_son_of_a_difficult_father
"
1747,"https://www.ted.com/talks/matthew_o_reilly_am_i_dying_the_honest_answer
"
1749,"https://www.ted.com/talks/francis_de_los_reyes_sanitation_is_a_basic_human_right
"
1757,"https://www.ted.com/talks/dilip_ratha_the_hidden_force_in_global_economics_sending_money_home
"
1759,"https://www.ted.com/talks/jeff_iliff_one_more_reason_to_get_a_good_night_s_sleep
"
1762,"https://www.ted.com/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive
"
1766,"https://www.ted.com/talks/joy_sun_should_you_donate_differently
"
1769,"https://www.ted.com/talks/kimberley_motley_how_i_defend_the_rule_of_law
"
1777,"https://www.ted.com/talks/alejandro_aravena_my_architectural_philosophy_bring_the_community_into_the_process
"
1781,"https://www.ted.com/talks/ethan_nadelmann_why_we_need_to_end_the_war_on_drugs
"
1787,"https://www.ted.com/talks/joe_landolina_this_gel_can_make_you_stop_bleeding_instantly
"
1789,"https://www.ted.com/talks/mark_plotkin_what_the_people_of_the_amazon_know_that_you_don_t
"
1792,"https://www.ted.com/talks/oren_yakobovich_hidden_cameras_that_film_injustice_in_the_world_s_most_dangerous_places
"
1795,"https://www.ted.com/talks/barbara_natterson_horowitz_what_veterinarians_know_that_doctors_don_t
"
1796,"https://www.ted.com/talks/aakash_odedra_a_dance_in_a_hurricane_of_paper_wind_and_light
"
1798,"https://www.ted.com/talks/anastasia_taylor_lind_fighters_and_mourners_of_the_ukrainian_revolution
"
1800,"https://www.ted.com/talks/catherine_crump_the_small_and_surprisingly_dangerous_detail_the_police_track_about_you
"
1812,"https://www.ted.com/talks/fredy_peccerelli_a_forensic_anthropologist_who_brings_closure_for_the_disappeared
"
1816,"https://www.ted.com/talks/robert_muggah_how_to_protect_fast_growing_cities_from_failing
"
1817,"https://www.ted.com/talks/cristina_domenech_poetry_that_frees_the_soul
"
1820,"https://www.ted.com/talks/joe_madiath_better_toilets_better_life
"
1823,"https://www.ted.com/talks/severine_autesserre_to_solve_mass_violence_look_to_locals
"
1827,"https://www.ted.com/talks/bruce_aylward_humanity_vs_ebola_the_winning_strategies_in_a_terrifying_war
"
1831,"https://www.ted.com/talks/jaap_de_roode_how_butterflies_self_medicate
"
1835,"https://www.ted.com/talks/guy_winch_the_case_for_emotional_hygiene
"
1836,"https://www.ted.com/talks/nadine_burke_harris_how_childhood_trauma_affects_health_across_a_lifetime
"
1842,"https://www.ted.com/talks/romina_libster_the_power_of_herd_immunity
"
1849,"https://www.ted.com/talks/ilona_szabo_de_carvalho_4_lessons_i_learned_from_taking_a_stand_against_drugs_and_gun_violence
"
1855,"https://www.ted.com/talks/vincent_cochetel_i_was_held_hostage_for_317_days_here_s_what_i_thought_about
"
1856,"https://www.ted.com/talks/robyn_stein_deluca_the_good_news_about_pms
"
1859,"https://www.ted.com/talks/monica_lewinsky_the_price_of_shame
"
1861,"https://www.ted.com/talks/anand_giridharadas_a_tale_of_two_americas_and_the_mini_mart_where_they_collided
"
1874,"https://www.ted.com/talks/barat_ali_batoor_my_desperate_journey_with_a_human_smuggler
"
1879,"https://www.ted.com/talks/gary_haugen_the_hidden_reason_for_poverty_the_world_needs_to_address_now
"
1888,"https://www.ted.com/talks/pamela_ronald_the_case_for_engineering_our_food
"
1890,"https://www.ted.com/talks/bill_t_jones_the_dancer_the_singer_the_cellist_and_a_moment_of_creative_magic
"
1893,"https://www.ted.com/talks/anand_varma_a_thrilling_look_at_the_first_21_days_of_a_bee_s_life
"
1909,"https://www.ted.com/talks/trevor_aaronson_how_this_fbi_strategy_is_actually_creating_us_based_terrorists
"
1917,"https://www.ted.com/talks/steve_silberman_the_forgotten_history_of_autism
"
1918,"https://www.ted.com/talks/latoya_ruby_frazier_a_visual_history_of_inequality_in_industrial_america
"
1919,"https://www.ted.com/talks/joey_alexander_an_11_year_old_prodigy_performs_old_school_jazz
"
1922,"https://www.ted.com/talks/maryn_mckenna_what_do_we_do_when_antibiotics_don_t_work_any_more
"
1925,"https://www.ted.com/talks/jimmy_carter_why_i_believe_the_mistreatment_of_women_is_the_number_one_human_rights_abuse
"
1926,"https://www.ted.com/talks/latif_nasser_the_amazing_story_of_the_man_who_gave_us_modern_pain_relief
"
1930,"https://www.ted.com/talks/johann_hari_everything_you_think_you_know_about_addiction_is_wrong
"
1932,"https://www.ted.com/talks/noy_thrupkaew_human_trafficking_is_all_around_you_this_is_how_it_works
"
1942,"https://www.ted.com/talks/benedetta_berti_the_surprising_way_groups_like_isis_stay_in_power
"
1945,"https://www.ted.com/talks/patience_mthunzi_could_we_cure_hiv_with_lasers
"
1952,"https://www.ted.com/talks/seth_berkley_the_troubling_reason_why_vaccines_are_made_too_late_if_they_re_made_at_all
"
1953,"https://www.ted.com/talks/robin_murphy_these_robots_come_to_the_rescue_after_a_disaster
"
1963,"https://www.ted.com/talks/david_rothkopf_how_fear_drives_american_politics
"
1969,"https://www.ted.com/talks/frances_larson_why_public_beheadings_get_millions_of_views
"
1972,"https://www.ted.com/talks/samuel_cohen_alzheimer_s_is_not_normal_aging_and_we_can_cure_it
"
1978,"https://www.ted.com/talks/siddhartha_mukherjee_soon_we_ll_cure_diseases_with_a_cell_not_a_pill
"
1984,"https://www.ted.com/talks/alyson_mcgregor_why_medicine_often_has_dangerous_side_effects_for_women
"
1985,"https://www.ted.com/talks/anders_fjellberg_two_nameless_bodies_washed_up_on_the_beach_here_are_their_stories
"
1987,"https://www.ted.com/talks/will_potter_the_secret_us_prisons_you_ve_never_heard_of_before
"
1997,"https://www.ted.com/talks/melissa_fleming_a_boat_carrying_500_refugees_sunk_at_sea_the_story_of_two_survivors
"
2004,"https://www.ted.com/talks/jean_paul_mari_the_chilling_aftershock_of_a_brush_with_death
"
2006,"https://www.ted.com/talks/nonny_de_la_pena_the_future_of_news_virtual_reality
"
2007,"https://www.ted.com/talks/anote_tong_my_country_will_be_underwater_soon_unless_we_work_together
"
2014,"https://www.ted.com/talks/jessica_shortall_how_america_fails_new_parents_and_their_babies
"
2021,"https://www.ted.com/talks/paul_greenberg_the_four_fish_we_re_overeating_and_what_to_eat_instead
"
2025,"https://www.ted.com/talks/antonio_guterres_refugees_have_the_right_to_be_protected
"
2026,"https://www.ted.com/talks/rodrigo_bijou_governments_don_t_understand_cyber_warfare_we_need_hackers
"
2043,"https://www.ted.com/talks/yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up
"
2051,"https://www.ted.com/talks/pardis_sabeti_how_we_ll_fight_the_next_deadly_virus
"
2055,"https://www.ted.com/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts
"
2057,"https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine
"
2062,"https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future
"
2066,"https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice
"
2081,"https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want
"
2090,"https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal
"
2098,"https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next
"
2110,"https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe
"
2125,"https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying
"
2128,"https://www.ted.com/talks/juno_mac_the_laws_that_sex_workers_really_want
"
2131,"https://www.ted.com/talks/mariano_sigman_your_words_may_predict_your_future_mental_health
"
